eng_id,Код двигателя,Мощность (kw) от,Мощность (kw) до,Мощность (л.с.) от,Мощность (л.с.) до,Объем двигателя (л.),Диаметр цилиндра (мм),Количество цилиндров,Количество клапанов,Тип топлива двигателя
45097,TD 1950 F,29,,40,,1.9,90.9,3,6,Дизель
18013,Z 32 SE,155,,211,,3.2,88.5,6,24,бензин
28570,B3LA,49,51,67,69,1,71,3,12,Бензин/газ
30494,CHMA,200,228,272,310,3,84.5,6,24,бензин
29903,G4KH,169,180,230,245,2,86,4,16,бензин
4490,SCC,85,,115,,2.5,92,4,8,Дизель
17730,OM 611.987,60,,82,,2.1,88,4,16,Дизель
37153,DKZC,147,,200,,2,82.5,4,16,бензин
4671,M 117.982,160,165,218,225,4.5,92,8,16,бензин
30577,BJ486EQV4B,95,,129,,2,85.8,4,16,бензин
30708,ISBe-230,169,198,230,269,5.9,102,6,24,Дизель
44930,F 105 AB,171,177,232,241,2.9,81,8,32,бензин
5508,E7J 726,55,59,75,80,1.4,75.8,4,8,бензин
37469,J05C,107,121,146,165,5.3,114,4,16,Дизель
34771,4B18M2,138,,188,,1.8,83,4,16,бензин
3294,F8Q 740,66,68,90,93,1.9,80,4,8,Дизель
35378,D 10 XE,52,55,71,75,1,74,3,12,бензин
31017,4G63-S4T,130,,177,,2,85,4,16,бензин
16420,AUQ,132,142,179,193,1.8,81,4,20,бензин
27533,WD615.46,266,,362,,9.7,126,6,12,Дизель
52662,TZ220XYS,150,,204,,,,,,электричество
44299,DTRD,85,85,116,116,2,81,4,16,Дизель
33558,LF479Q4,65,,88,,1.3,78.7,4,16,бензин
26435,LN3,94,,128,,3.8,96.5,6,12,бензин
2191,M 119.975,205,,279,,4.2,92,8,32,бензин
42718,4A92,86,86,117,117,1.6,75,4,16,бензин
31257,B 4204 T19,140,,190,,2,82,4,16,бензин
35138,4D225L,114,,155,,2.2,86,4,16,Дизель
40241,CRLD,81,,110,,2,81,4,16,Дизель
37548,K3-DE,63,66,86,90,1.3,72,4,16,бензин
3281,F7R 700,108,110,147,150,2,82.7,4,16,бензин
45379,GE21F1,240,,326,,,,,,электричество
20940,BUH,426,,580,,5,84.5,10,40,бензин
4830,T9A (DJ5),63,,86,,2.5,92,4,12,Дизель
36012,JL476ZQCF,131,,178,,1.5,76,4,16,бензин
9966,M 136.920,28,,38,,1.7,73.5,4,8,бензин
23385,3RZE,105,110,143,150,2.7,95,4,16,бензин
42935,13B-AP,82,85,112,116,1.3,,2,,бензин
38839,YC4FA130-50,95,,129,,3,96,4,8,Дизель
22448,18 K4K,107,118,146,160,1.8,80,4,16,бензин
35325,DLZA,250,,340,,3,84.5,6,24,бензин
13170,EK22,23,,31,,0.5,74,2,4,бензин
31707,YA3151,68,,92,,2.2,87,4,8,Дизель
31456,B 14 XFT,103,112,140,152,1.4,74,4,16,бензин
34203,DAYB,185,,252,,2,82.5,4,16,бензин
34965,DFFA,110,,150,,2,81,4,16,Дизель
5327,4G15 (12V),56,81,76,110,1.5,75.5,4,12,бензин
15937,RTN,55,57,75,78,1.8,82.5,4,8,Дизель
31498,4JK1-TCX,100,,136,,2.5,95.4,4,16,Дизель
1827,831 E5.000,151,158,205,215,2,84,4,16,бензин
40728,CY4BK151,105,,143,,3.9,102,4,8,Дизель
40877,26 B,64,,87,,2.6,77.8,6,12,бензин
50503,DNCA,83,,113,,1.5,,4,16,бензин
27808,CHPA,103,,140,,1.4,74.5,4,16,бензин
41999,4CT90,64,64,87,87,2.4,90,4,8,Дизель
19352,F9Q 774,60,,82,,1.9,80,4,8,Дизель
31508,XWGB,88,,120,,1.5,73.5,4,8,Дизель
4984,AEX,40,44,54,60,1.4,76.5,4,8,бензин
18051,4 G 15 P,64,67,87,91,1.5,75.5,4,12,бензин
16785,D12D380,279,,379,,12.1,131,6,24,Дизель
22226,146 A4.000,43,44,58,60,1.1,80,4,8,бензин
42762,994EFI,82,140,112,190,3.8,96.8,6,12,бензин
37299,6HE1,129,,175,,7.1,110,6,12,Дизель
40388,NEF TCI-3.2 A,73,,99,,3.2,,4,8,Дизель
42884,FEE,77,77,105,105,2,86,4,12,бензин
38501,UJ,42,48,57,65,1.6,85.5,4,8,Спирт
36568,DT 12.15,345,,469,,11.7,127,6,24,Дизель
50426,EDDA,80,,109,,,,,,электричество
30985,LFR,172,195,234,265,3.6,94,6,24,Бензин/газ
32337,H4M 738,75,85,102,115,1.6,78,4,16,Бензин/газ
12871,8140.61.240,51,,69,,2.5,93,4,8,Дизель
23719,SQR481A,93,102,126,139,1.9,81,4,16,Дизель
12268,MIDR 04.02.26 B/41,110,,150,,4.1,102,4,8,Дизель
37399,4JB1TI,75,,102,,2.8,93,4,8,Дизель
16960,OM 422.918,206,,280,,14.6,128,8,16,Дизель
47482,4D34-2AT1,105,,143,,3.9,104,4,8,Дизель
6195,CO 3/41,64,66,87,90,4.6,110,4,8,Дизель
2854,RGZ (XU10J4TE/Z),144,,196,,2,86,4,16,бензин
35845,YHV (DV5RUC),88,,120,,1.5,75,4,16,Дизель
25719,4D56-TC,98,123,133,167,2.5,91.1,4,8,Дизель
1189,FUJ,54,,73,,1.4,77.25,4,8,бензин
31101,SFCC,74,,100,,1,71.9,3,12,бензин
8905,DSC 14.07 L 01,298,,405,,14.2,127,8,16,Дизель
3434,X5J,44,,60,,1.4,75,4,8,бензин
18959,FR 136,136,,185,,4.5,107,4,16,Дизель
33728,B 16 LER,141,151,192,205,1.6,79,4,16,бензин
5730,OM 401.905,141,,192,,9.6,125,6,12,Дизель
24691,939 B1.000,147,,200,,1.8,83,4,16,бензин
20405,UDH,66,79,98,107,1.8,81,4,8,бензин
2468,L18T,65,99,88,135,1.8,85,4,8,бензин
25667,CGWD,228,,310,,3,84.5,6,24,бензин
35266,SFJK,74,,101,,1,71.9,3,12,бензин
2683,54 S,169,,230,,5.4,101.6,8,16,бензин
32189,3029DF150,36,43,48,58,2.9,106.5,3,6,Дизель
37430,U4JL,110,,150,,2,87.5,4,16,бензин
15461,OM 613.960,145,,197,,3.2,88,6,24,Дизель
6031,OM 364.987,100,,136,,4,97.5,4,8,Дизель
1344,NAV,55,57,75,78,2,90.83,4,8,бензин
38567,WEC,115,,156,,3,96,4,16,Дизель
9007,EF12E,40,55,54,75,1.2,78,3,6,бензин
51119,TZ220XSG01,250,,340,,,,,,электричество
39269,LJ465Q-2AE6,45,,61,,1.1,65.5,4,8,бензин
42706,G4FA,81,81,110,110,1.4,77,4,16,бензин
35994,UNCN,121,,165,,1.5,79,4,16,бензин
24561,TL 16M,62,,84,,1.6,87.7,4,8,бензин
23988,DC 16.21,537,,730,,16.4,130,8,32,Дизель
2103,M 103.984,140,,190,,3,88.5,6,12,бензин
23701,DC 9E.02,198,,269,,8.9,127,5,20,Спирт
40749,CY4D115-C3,117,,160,,4.8,110,4,8,Дизель
8853,DSC 9.13,228,,310,,9,115,6,12,Дизель
39764,YC6J180-31,132,,180,,6.5,105,6,24,Дизель
33211,YNR6,125,,170,,2,,4,16,Дизель
45990,LF470Q-h,62,,84,,1.2,69.7,4,16,бензин
20507,BPD,120,,163,,2.5,81,5,10,Дизель
29284,2103AAC,40,,54,,,,,,электричество
28212,L5-X,125,,170,,2.5,89,4,16,бензин
38806,4K22D4T,155,,211,,2.4,87,4,16,бензин
42135,45,9,9,12,12,0.25,68,1,2,бензин
4640,E1,40,41,54,56,1.1,70,4,8,бензин
1687,C223-T,45,60,61,82,2.2,88,4,8,Дизель
49999,LAH,155,,211,,1.5,,4,16,бензин
9146,D 60 A,88,,120,,5.5,98.43,6,12,Дизель
39310,B4204T50,120,,163,,2,,4,16,бензин
30390,K24Z8,140,,190,,2.4,87,4,16,бензин
40834,G4EC,79,,109,,1.5,,4,16,бензин
24404,M 97.77,320,,435,,3.8,102.7,6,24,бензин
19210,M 273.923,250,,340,,4.7,92.9,8,32,бензин
31740,JRL41,98,112,133,152,2.4,87.5,4,16,бензин
36298,L14(307CUV8),86,149,117,203,5,98.425,8,16,бензин
20267,RHK,88,,120,,2,85,4,16,Дизель
12188,MIDR 06.24.65 B/42,316,,430,,11.9,123.85,6,24,Дизель
27878,4045HL288,63,110,85,150,4.5,106.5,4,8,Дизель
17995,B 5244 T,142,,193,,2.4,83,5,20,бензин
25222,EL,59,,80,,1.6,77,4,8,бензин
33265,CA3GA2+,48,51,65,69,1,76,3,12,бензин
7875,OM 541.925,315,350,428,476,11.9,130,6,24,Дизель
31319,CXGA,62,,84,,2,81,4,16,Дизель
40835,TZ204XYMMF,130,,177,,,,,,электричество
39975,DV5RE,55,,75,,1.5,75,4,16,Дизель
30064,4G63-S4T,140,,190,,2,85,4,16,бензин
26309,CGVA,185,187,251,254,4,96,6,24,бензин
27771,D10.27-31,198,,269,,9.7,126,6,12,Дизель
18671,Z 19 DTL,74,,101,,1.9,82,4,8,Дизель
33700,6R 1100 C30,280,,381,,10.7,125,6,24,Дизель
35239,LUC,71,,97,,1.6,79.96,4,8,бензин
50772,ISD230-62,172,,234,,6.7,107,6,24,Дизель
7682,D 0826 F02,110,,150,,6.9,108,6,12,Дизель
39802,L87(376CUV8),313,317,426,431,6.2,103.25,8,16,бензин
6680,WS 315 L,315,,428,,11.6,130,6,12,Дизель
49344,WP4.1NQ190E61,140,,190,,4.1,105,4,16,Дизель
19890,M 156.983,378,,514,,6.3,102.2,8,32,бензин
24031,D4AF,74,,100,,3.6,104,4,8,Дизель
45823,SWDC16M,82,,111,,1.6,,4,16,Бензин/газ
43400,L80,138,138,188,188,6.6,110.6,8,16,бензин
54900,BHE15-EFZ,128,,174,,1.5,75,4,16,бензин
10591,8210.42.185,277,,377,,13.8,137,6,12,Дизель
32762,M1JH,92,,125,,1,71.9,3,12,бензин
23887,G9U 750,84,,115,,2.5,89,4,16,Дизель
23090,CDLD,177,,240,,2,82.5,4,16,бензин
27699,K7M 734,48,70,65,95,1.6,79.5,4,8,Бензин/спирт
23811,EVA,172,175,238,,4.7,93,8,16,бензин
24801,3SZ-VE,76,80,103,109,1.5,72,4,16,бензин
29803,CHHC,169,,230,,2,82.5,4,16,бензин
35274,XYJC,63,,86,,1.1,73,3,12,бензин
847,F 106 N,187,,254,,2,66.8,8,16,бензин
5779,OM 441.986,250,,340,,11,128,6,12,Дизель
7210,6BG1,120,120,163,163,6.5,105,6,12,Дизель
4576,4EC1T,49,54,67,73,1.5,76,4,8,Дизель
6334,4.108,36,42,49,57,1.8,79.375,4,8,Дизель
25302,GMH 253 (Blue),100,115,136,156,4.2,92.1,8,16,бензин
40997,HFC4DF1-2C2,82,,112,,2.5,90,4,8,Дизель
21007,OM 541.978,350,,476,,11.9,130,6,24,Дизель
5025,RF,53,,72,,1.6,81,4,8,бензин
30768,7B330,243,,330,,7.1,105,6,24,Дизель
48365,B38 A15 G,100,,136,,1.5,82,3,12,бензин
47551,460.988,265,350,360,476,12.8,128,6,24,Дизель
42359,MCR100,74,74,101,101,1.5,83,3,12,Дизель
37390,5G04(EP6FDTXD),125,,170,,1.6,,4,16,бензин
35839,K9K 872,55,85,75,116,1.5,76,4,8,Дизель
27191,CMBA,90,,122,,1.4,74.5,4,16,бензин
46292,UUA,88,,120,,2,82.5,4,8,Спирт
25452,D 2066 LF 57,324,,440,,10.5,120,6,24,Дизель
54721,E800V32,500,,680,,,,,,электричество
18928,BXA,320,,435,,5.2,84.5,10,40,бензин
36226,M1JU,92,,125,,1,71.9,3,12,бензин
3197,E7F 750,40,44,54,60,1.2,75.8,4,8,бензин
40652,BDR 1690,125,,170,,1.7,83.27,4,16,бензин
44505,S5E,66,71,90,96,1.5,,4,16,бензин
16812,OM 356.958,116,,158,,6,97.5,6,12,Дизель
32976,K9K 790,48,,65,,1.5,76,4,8,Дизель
22268,N46 B20 CA,105,107,143,146,2,84,4,16,бензин
10515,8210.42L.400,309,,420,,13.8,137,6,12,Дизель
3189,E6J 734,43,44,60,60,1.4,75.8,4,8,бензин
45151,TZ230XS65A,145,,197,,,,,,электричество
32602,DFSE,90,,122,,2,81,4,16,Дизель
43359,CEPA,254,254,345,345,2.5,82.5,5,20,бензин
21187,EFA,100,149,136,203,3,91.1,6,12,бензин
43689,25A,55,55,75,75,2.5,80,6,12,бензин
37149,JLC-4M18B,100,,136,,1.8,,4,16,Бензин/спирт
8589,MIDS 06.20.45 J3,168,,228,,9.8,120,6,12,Дизель
17680,LB7,149,224,203,305,6.6,103,8,32,Дизель
31936,D 2676 LF 48,353,,480,,12.4,126,6,24,Дизель
22418,25 S,85,,115,,2.5,87,6,12,бензин
23081,D 2066 LF 17,324,,440,,10.5,120,6,24,Дизель
42583,UZAM3317,63,63,86,86,1.7,85,4,8,бензин
20537,D 0824 LOH 05,114,,155,,4.6,108,4,8,Дизель
50511,Z 16 DT (DV6FD),73,,99,,1.6,75,4,8,Дизель
47556,DGY (EP6FADTXHP),132,147,179,200,1.6,77,4,16,бензин
34445,19 D,44,,60,,1.9,93,4,8,Дизель
1290,LRB,77,,105,,1.6,80,4,8,бензин
46054,TZ180XS105,70,,95,,,,,,электричество
34356,10 AB5,42,46,57,63,1,69.7,3,12,Дизель
22628,BBW,85,,115,,2,82.5,4,8,бензин
20665,188 A5.000,56,59,76,80,1.3,70.8,4,16,бензин
3273,F3P 758,79,80,107,109,1.8,82.7,4,8,бензин
23999,5L-E,65,71,88,97,3,99.5,4,8,Дизель
26195,LMN,89,,121,,2,83,4,16,Дизель
43395,4JFA-DC,88,88,120,120,2.4,90,4,16,Дизель
23415,4G18,74,,101,,1.6,76,4,16,бензин
34057,178 A1.000,45,56,61,76,1,76,4,8,бензин
25569,J32A2,191,194,260,264,3.2,89,6,24,бензин
4483,R2A,66,,90,,1.8,86.2,4,8,бензин
33801,OM 642.873,190,,258,,3,83,6,24,Дизель
9154,TD 100 G,192,202,261,275,9.6,120.65,6,12,Дизель
49876,DK12-06,63,,85,,1.2,,4,16,бензин
1351,NE5,74,,100,,2,90.8,4,8,бензин
24726,M9R 782,66,84,90,114,2,84,4,16,Дизель
29331,OM 471.906,310,375,422,510,12.8,132,6,24,Дизель
36269,D6EB,184,191,250,260,3,87.5,6,24,Дизель
2007,JE,140,,190,,3,90,6,18,бензин
34986,D 16 DTE,81,,110,,1.6,79.7,4,16,Дизель
17953,3VZ-FE,138,,188,,3,87.5,6,24,бензин
15936,L1V,70,76,95,103,1.6,79,4,16,бензин
51984,ADE236N,53,61,72,83,3.9,98.43,4,8,Дизель
45282,ISB3.9-160E40A,118,,160,,3.9,102,4,8,Дизель
14150,ASJ,280,,380,,2.7,81,6,30,бензин
12709,C 36 GET,277,,377,,3.6,95.3,6,24,бензин
26112,EDF,62,74,84,101,2.2,87.5,4,8,бензин
16535,F9Q 800,85,88,116,120,1.9,80,4,8,Дизель
19611,CY4102BQ,69,,94,,3.9,102,4,8,Дизель
36646,LBM,105,,143,,2,75,6,24,Бензин/газ
19328,403D-15,25,34,34,46,1.5,84,3,6,Дизель
29607,MCY.NA,174,,237,,2,82.5,4,16,бензин
11251,M 104.996,155,,211,,3.2,89.9,6,24,бензин
27089,ISLe5 400,294,,400,,8.8,114,6,24,Дизель
24013,D6CB 38,279,,380,,12.3,130,6,12,Дизель
42487,KL13,40,40,54,54,1.3,81,4,8,бензин
35786,4JB1T,65,,88,,2.8,93,4,8,Дизель
44284,TZ215-XY001,134,,182,,,,,,электричество
41943,DLAC,70,,95,,1,74.5,3,12,бензин
45081,GW4D20M,120,,163,,2,,4,16,Дизель
20070,LAT,122,128,166,174,2.4,88,4,16,бензин
22673,CDLA,195,,265,,2,82.5,4,16,бензин
31504,XVGB,74,,101,,1.5,73.5,4,8,Дизель
3922,B 20 E,88,91,120,124,2,88.9,4,8,бензин
16758,D 0836 LUH 40,206,,280,,6.9,108,6,24,Дизель
23587,CFHC,103,,140,,2,81,4,16,Дизель
563,109K,34,36,48,50,1.1,72,4,8,бензин
18054,D 208-3,22,34,30,46,2.2,95,3,6,Дизель
41195,YAMZ-6563.10,169,,230,,11.2,130,6,12,Дизель
33683,DGDB,85,,115,,1.6,79.5,4,16,Дизель
21003,OM 541.981,335,,456,,11.9,130,6,24,Дизель
44665,D4HD,137,,186,,2,,4,16,Дизель
3803,3S-GEL,103,110,140,150,2,86,4,16,бензин
34100,4A-FHE,81,,110,,1.6,81,4,16,бензин
25562,N14 B16 C,141,160,192,218,1.6,77,4,16,бензин
32142,2GR-FXS,193,230,262,313,3.5,94,6,24,бензин
30793,W16 D16 (9HZ),80,,109,,1.6,75,4,16,Дизель
36330,CLSA,77,,105,,1.6,76.5,4,16,бензин
24198,L01,66,,90,,1.6,79,4,8,бензин
25728,CFGD,120,,163,,2,81,4,16,Дизель
2557,Z20,64,66,87,90,2,85,4,8,бензин
21384,807.04,61,,83,,1.6,77,4,8,бензин
4883,EV 2,54,,73,,1.3,74,4,12,бензин
40273,H4E3-D100,75,,102,,3.8,104,4,8,Дизель
42065,XUT5,67,67,91,91,1.6,77,4,8,бензин
15353,AUQ,132,,180,,1.8,81,4,20,бензин
43338,1002E,15,15,20,20,0.6,60,4,8,бензин
41030,DDC60,272,,370,,14,133,6,24,Дизель
38018,WP4.6NQ220E50,162,,220,,4.6,108,4,16,Дизель
19365,G9U 750,84,,115,,2.5,89,4,16,Дизель
478,HH32E,411,450,559,612,3.5,81,12,60,бензин
31464,HMA GM12-NR1,67,,91,,1.2,70,4,16,бензин
39290,LX8,67,,91,,2.5,101.6,4,8,бензин
2953,M 28.04,169,,230,,4.5,95,8,16,бензин
9109,THD 100 ED,160,203,218,276,9.6,120.65,6,12,Дизель
17894,Z 18 XEL,79,85,107,116,1.8,80.5,4,16,бензин
49921,TZ268XYAH6,135,,184,,,,,,электричество
40049,PN93388905,76,,103,,1.8,80.5,4,8,бензин
44906,S4T PLUS-E1,110,,150,,4.1,101.054,4,8,Дизель
8059,OM 354.920,103,,140,,4,97.5,4,8,Дизель
3123,C1J 715,44,,60,,1.4,76,4,8,бензин
50510,TZ200XS2GY,155,160,211,218,,,,,электричество
34749,135TI,101,,137,,4,100,4,8,Дизель
24502,740.80,309,,420,,11.8,120,8,16,Дизель
1718,AJ6(2.9 Liter),123,,167,,2.9,,6,12,бензин
43085,V345,120,120,163,163,5.6,98.43,8,16,бензин
1654,Daihatsu-EB,24,,33,,0.55,62,3,6,бензин
45217,YN33CRE2,75,,102,,3.3,100,4,8,Дизель
6157,OM 442.998,370,,503,,14.6,128,8,16,Дизель
26459,DRFD,74,,101,,2.2,86,4,16,Дизель
18731,TB48DE,180,209,245,284,4.8,99.5,6,24,бензин
4971,AAU,33,,45,,1,75,4,8,бензин
51995,KR20DDET,185,,252,,2,84,4,16,бензин
23506,M9R 746,110,,150,,2,84,4,16,Дизель
49844,FE,63,92,85,125,2,86,4,8,бензин
5552,N7U 701,121,,165,,2.5,83,5,20,бензин
49604,4G20C6L,162,,220,,2,,4,16,бензин
31838,37A50P,217,254,295,345,5,94,8,16,бензин
16714,BE 110 C,110,,150,,3.9,102,4,16,Дизель
33078,940 C2.000,110,,150,,1.4,72,4,16,бензин
44709,DSGD,59,,80,,1,74.5,3,12,бензин
9809,D15Z8,84,,114,,1.5,75,4,16,бензин
19906,1UR-FSE,255,283,347,385,4.6,94,8,32,бензин
29364,B 4204 T4,127,,173,,1.9,83,4,16,бензин
26519,LDW1204,26,,35,,1.2,72,4,8,Дизель
46541,DSVA,118,,160,,1.5,74.5,4,16,бензин
49523,NA16S,56,61,76,83,1.6,81.5,4,8,бензин
43199,BFR1740,470,470,639,639,5.7,87,12,48,бензин
12789,188 A3.000,44,,60,,1.9,82,4,8,Дизель
50427,EDCA,125,170,170,231,,,,,электричество
9551,BAZ (XU5CP),55,,75,,1.6,83,4,8,бензин
96,AR 30586,55,,75,,1.3,80,4,8,бензин
30727,CYFF,92,,125,,2.2,86,4,16,Дизель
43529,GAS18,58,70,79,95,1.8,86,4,8,бензин
44787,ISL8.9-400E50A,294,,400,,8.8,114,6,24,Дизель
11768,D16B520,382,,520,,16.1,144,6,24,Дизель
40495,F2CCE611B*L,257,,350,,8.7,117,6,24,Дизель
19850,T18SED,89,90,121,122,1.8,81.6,4,16,бензин
5020,KX,82,88,112,120,2.2,81,5,10,бензин
2107,M 104.942,142,145,193,197,2.8,89.9,6,24,бензин
35040,SHY6,110,129,150,175,2.2,86,4,16,Дизель
2190,M 119.974,235,240,320,326,5,96.5,8,32,бензин
1517,A20A4,82,90,116,122,2,82.7,4,12,бензин
8283,6D14,118,,160,,6.6,110,6,12,Дизель
28112,3029HPY41,48,,65,,2.9,106.5,3,6,Дизель
42020,8I301,97,101,132,137,4.9,101.6,8,16,бензин
36271,CQ4C12,63,,86,,1.3,,4,16,бензин
55095,99H,29,,39,,1,64.6,4,8,бензин
21897,ENC,85,,116,,2.5,92,4,8,Дизель
691,M23/623,81,88,110,120,2.3,93.5,4,8,бензин
37712,ISF3.8-S4R154,85,115,116,156,3.8,102,4,16,Дизель
44568,18GA,71,,97,,1.8,,4,8,бензин
11407,8210.22X.235,224,,305,,13.8,137,6,12,Дизель
37524,SQRF4J16,108,145,147,197,1.6,77,4,16,бензин
6095,OM 422.954,243,,330,,14.6,128,8,16,Дизель
37902,SC12ET390Q5,287,,390,,11.8,128,6,24,Газ
17069,BAG,85,,115,,1.6,76.5,4,16,бензин
52932,100E,27,,37,,1.2,63.5,4,8,бензин
29494,3C100LWB,16,,22,,1,75,3,6,Дизель
36831,ZMZ- 402,56,74,76,101,2.4,92,4,8,бензин
24718,WLAA,105,,143,,2.5,93,4,16,Дизель
4266,D9B (XUD9A/U),50,53,68,72,1.9,83,4,8,Дизель
32405,4045DL002,55,,75,,4.5,106.5,4,8,Дизель
32678,SQR480ES,65,72,88,98,1.6,80,4,8,бензин
13888,ANV,37,,50,,1,67.1,4,8,бензин
27725,CA6DL1-26E2,192,200,261,272,7.7,110,6,24,Дизель
26118,G4KD,110,131,150,178,2,86,4,16,бензин
4846,BDY (XU5M2Z),65,71,88,97,1.6,83,4,8,бензин
33610,EQ465i-21,39,,53,,1.1,65.5,4,8,бензин
24738,K10B,48,50,65,68,1,73,3,12,бензин
35215,B 4204 T29,220,240,299,326,2,82,4,16,бензин
36654,LQ2(122CUL4),62,,84,,2,89,4,8,бензин
45462,2KD-FTV,105,,143,,2.5,92,4,16,Дизель
30026,LMU,64,,87,,1.2,69.7,4,16,бензин
18990,Z 30 DT,135,,184,,3,87.5,6,24,Дизель
39830,552 83 099,110,125,150,170,2,83,4,16,Дизель
37467,SC28R143.1Q5A,105,,143,,2.8,,4,16,Дизель
41299,DLSB,85,,116,,1.2,71,4,16,бензин
27638,R 754 TE3 ( 83C ),55,,75,,3,94,4,8,Дизель
2032,R207,46,47,63,64,2.2,86,4,8,Дизель
7597,D 0826 LUH/213,157,,213,,6.9,108,6,12,Дизель
34005,274A,155,,211,,2,83,4,16,бензин
31428,CUVC,110,,150,,2,81,4,16,Дизель
43735,119960,235,243,320,330,5,96.5,8,32,бензин
22593,A 20 NHT,162,184,220,250,2,86,4,16,бензин
34885,DADA,110,,150,,1.5,74.5,4,16,бензин
23931,CGEA,245,,333,,3,84.5,6,24,бензин
42535,GW71A,132,133,180,181,1.3,81,4,16,бензин
27608,ISM11E4-440,318,324,432,441,10.8,125,6,24,Дизель
2248,OM 616.916,48,,65,,2.4,91,4,8,Дизель
15375,AUB,74,,100,,1.4,76.5,4,16,бензин
3411,140,105,,143,,2.6,88,6,12,бензин
23706,L5-VE,117,125,159,170,2.5,89,4,16,бензин
18795,BTB,110,,150,,1.9,79.5,4,8,Дизель
4373,146 A2.000,77,,105,,1.3,80.5,4,8,бензин
21166,M4R 701,102,,138,,2,84,4,16,бензин
3446,Z7W 702,100,,136,,2.8,91,6,12,бензин
45198,MDI 3000 TC,37,,50,,2.5,88.9,4,8,Дизель
30403,HFC4GA5.1D,120,,163,,1.8,84,4,16,бензин
16092,AZH,85,,116,,2,82.5,4,8,бензин
37382,N14,231,392,314,533,14,139.7,6,24,Дизель
28008,MCW.DA,309,,420,,3,96,6,24,бензин
15921,DHC,55,,75,,1.25,71.9,4,16,бензин
40624,ISLe290 50,213,,290,,8.8,114,6,24,Дизель
41027,L15BU,96,,131,,1.5,73,4,16,бензин
2109,M 104.944,142,145,193,197,2.8,89.9,6,24,бензин
8060,OM 904.906,100,,136,,4.2,102,4,12,Дизель
43145,F8K9,65,69,88,94,1.8,86,4,12,бензин
35082,CZPC,147,,200,,2,82.5,4,16,бензин
44431,K4M 884,82,85,112,116,1.6,79.5,4,16,Бензин/спирт
2432,E16,50,65,68,88,1.6,76,4,8,бензин
48393,GW4D24,135,137,184,186,2.4,87,4,16,Дизель
31196,M30 B30 (30C20),170,,231,,3,86,6,24,бензин
3143,C2J 718,49,50,67,68,1.4,76,4,8,бензин
45634,F1CFL411V,110,,150,,3,95.8,4,16,Дизель
29651,TCD 2012 L4 4V,98,,133,,4,101,4,16,Дизель
32749,126 G.100,36,,49,,0.8,65,4,8,бензин
35893,4ZD1,66,,90,,2.3,89.3,4,8,бензин
8979,WD 612.20,107,125,146,170,6.6,108,6,12,Дизель
36650,LMT,48,50,65,68,1,68.5,4,16,бензин
38540,RWPB,81,,110,,1.8,82.5,4,8,Дизель
34407,N04C-TT,110,,150,,4,104,4,16,Дизель
43202,P,97,97,132,132,2.3,97.6,4,8,бензин
3947,B 230 ET,130,134,177,182,2.3,96,4,8,бензин
24465,P7PA,55,,75,,1.8,,4,8,Дизель
38648,MeMZ-966,19,22,26,30,0.9,72,4,8,бензин
16744,BDC,85,,115,,2,82.5,4,8,бензин
21901,EVC,172,231,234,314,4.7,93,8,16,бензин
25917,CA6DL1-26E3,192,203,261,276,7.7,110,6,24,Дизель
4384,149 C2.000,66,,90,,1.6,84,4,8,бензин
23105,CAYA,55,,75,,1.6,79.5,4,16,Дизель
39400,F1CE0481H,130,,177,,3,95.8,4,16,Дизель
22189,F4R 811,125,,170,,2,82.7,4,16,бензин
20360,OM 646.811,100,125,136,170,2.1,88,4,16,Дизель
53513,G18DT,118,125,160,170,1.8,80,4,16,бензин
31432,DBKA,81,,110,,1.6,79.5,4,16,Дизель
36859,DJXA,110,,150,,1.4,74.5,4,16,бензин
33215,ISX-425,315,317,428,431,14.9,137,6,24,Дизель
16505,F3BE0681A,397,412,540,560,12.9,135,6,24,Дизель
26890,CTVA,200,,272,,3,84.5,6,24,бензин
42303,XUD9A,50,50,68,68,1.9,83,4,8,Дизель
3415,S8U 762,83,,113,,2.5,93,4,8,Дизель
20952,192 B2.000,66,,90,,1.4,72,4,16,бензин
